lstm git:(master)  th main.lua warning: fbcunn not found. Falling back to cunn
Using 2-th gpu
Loading ./data/ptb.train.txt, size of data = 929589
Loading ./data/ptb.valid.txt, size of data = 73760
Loading ./data/ptb.test.txt, size of data = 82430
Network parameters:
{
  max_grad_norm : 10
  seq_length : 35
  batch_size : 20
  lr : 1
  max_max_epoch : 55
  rnn_size : 1500
  init_weight : 0.04
  decay : 1.15
  dropout : 0.65
  layers : 2
  vocab_size : 10000
  max_epoch : 14
}
Creating a RNN LSTM network.
Starting training.
epoch = 0.008, train perp. = 10460.885, wps = 2180, dw:norm() = 60.280, lr = 1.000, since beginning = 0 mins.
epoch = 45.610, train perp. = 39.235, wps = 2541, dw:norm() = 14.420, lr = 0.013, since beginning = 278 mins.
epoch = 45.711, train perp. = 39.251, wps = 2541, dw:norm() = 13.768, lr = 0.013, since beginning = 278 mins.
epoch = 45.811, train perp. = 39.256, wps = 2541, dw:norm() = 14.070, lr = 0.013, since beginning = 279 mins.
epoch = 45.911, train perp. = 39.253, wps = 2542, dw:norm() = 14.221, lr = 0.013, since beginning = 280 mins.
Validation set perplexity : 81.215
epoch = 46.011, train perp. = 39.233, wps = 2540, dw:norm() = 13.666, lr = 0.011, since beginning = 280 mins.
epoch = 46.112, train perp. = 39.235, wps = 2540, dw:norm() = 14.734, lr = 0.011, since beginning = 281 mins.
epoch = 46.212, train perp. = 39.211, wps = 2541, dw:norm() = 14.782, lr = 0.011, since beginning = 282 mins.
epoch = 46.312, train perp. = 39.198, wps = 2541, dw:norm() = 14.126, lr = 0.011, since beginning = 282 mins.
epoch = 46.412, train perp. = 39.168, wps = 2541, dw:norm() = 14.693, lr = 0.011, since beginning = 283 mins.
epoch = 46.512, train perp. = 39.130, wps = 2541, dw:norm() = 15.261, lr = 0.011, since beginning = 283 mins.
epoch = 46.613, train perp. = 39.113, wps = 2541, dw:norm() = 14.506, lr = 0.011, since beginning = 284 mins.
epoch = 46.713, train perp. = 39.066, wps = 2541, dw:norm() = 13.920, lr = 0.011, since beginning = 285 mins.
epoch = 46.813, train perp. = 39.059, wps = 2541, dw:norm() = 14.522, lr = 0.011, since beginning = 285 mins.
epoch = 46.913, train perp. = 39.056, wps = 2542, dw:norm() = 14.415, lr = 0.011, since beginning = 286 mins.
Validation set perplexity : 81.119
epoch = 47.014, train perp. = 39.081, wps = 2540, dw:norm() = 14.453, lr = 0.010, since beginning = 286 mins.
epoch = 47.114, train perp. = 39.070, wps = 2540, dw:norm() = 14.711, lr = 0.010, since beginning = 287 mins.
epoch = 47.214, train perp. = 39.094, wps = 2541, dw:norm() = 14.971, lr = 0.010, since beginning = 288 mins.
epoch = 47.314, train perp. = 39.074, wps = 2541, dw:norm() = 14.803, lr = 0.010, since beginning = 288 mins.
epoch = 47.414, train perp. = 39.116, wps = 2541, dw:norm() = 15.800, lr = 0.010, since beginning = 289 mins.
epoch = 47.515, train perp. = 39.122, wps = 2541, dw:norm() = 14.338, lr = 0.010, since beginning = 289 mins.
epoch = 47.615, train perp. = 39.084, wps = 2541, dw:norm() = 14.740, lr = 0.010, since beginning = 290 mins.
epoch = 47.715, train perp. = 39.063, wps = 2541, dw:norm() = 14.621, lr = 0.010, since beginning = 291 mins.
epoch = 47.815, train perp. = 39.038, wps = 2541, dw:norm() = 14.842, lr = 0.010, since beginning = 291 mins.
epoch = 47.916, train perp. = 39.014, wps = 2542, dw:norm() = 13.818, lr = 0.010, since beginning = 292 mins.
Validation set perplexity : 81.127
epoch = 48.016, train perp. = 38.965, wps = 2540, dw:norm() = 14.398, lr = 0.009, since beginning = 293 mins.
epoch = 48.116, train perp. = 38.956, wps = 2541, dw:norm() = 14.594, lr = 0.009, since beginning = 293 mins.
epoch = 48.216, train perp. = 38.930, wps = 2541, dw:norm() = 14.812, lr = 0.009, since beginning = 294 mins.
epoch = 48.317, train perp. = 38.957, wps = 2541, dw:norm() = 14.166, lr = 0.009, since beginning = 294 mins.
epoch = 48.417, train perp. = 38.932, wps = 2541, dw:norm() = 14.576, lr = 0.009, since beginning = 295 mins.
epoch = 48.517, train perp. = 38.961, wps = 2541, dw:norm() = 14.404, lr = 0.009, since beginning = 296 mins.
epoch = 48.617, train perp. = 38.996, wps = 2541, dw:norm() = 14.351, lr = 0.009, since beginning = 296 mins.
epoch = 48.717, train perp. = 39.014, wps = 2541, dw:norm() = 14.803, lr = 0.009, since beginning = 297 mins.
epoch = 48.818, train perp. = 39.020, wps = 2541, dw:norm() = 14.166, lr = 0.009, since beginning = 297 mins.
epoch = 48.918, train perp. = 39.007, wps = 2542, dw:norm() = 14.206, lr = 0.009, since beginning = 298 mins.
Validation set perplexity : 81.142
epoch = 49.018, train perp. = 39.009, wps = 2540, dw:norm() = 14.724, lr = 0.008, since beginning = 299 mins.
epoch = 49.118, train perp. = 39.014, wps = 2541, dw:norm() = 14.644, lr = 0.008, since beginning = 299 mins.
epoch = 49.219, train perp. = 38.972, wps = 2541, dw:norm() = 14.350, lr = 0.008, since beginning = 300 mins.
epoch = 49.319, train perp. = 38.955, wps = 2541, dw:norm() = 15.208, lr = 0.008, since beginning = 300 mins.
epoch = 49.419, train perp. = 38.926, wps = 2541, dw:norm() = 14.789, lr = 0.008, since beginning = 301 mins.
epoch = 49.519, train perp. = 38.917, wps = 2541, dw:norm() = 14.448, lr = 0.008, since beginning = 302 mins.
epoch = 49.619, train perp. = 38.901, wps = 2541, dw:norm() = 14.430, lr = 0.008, since beginning = 302 mins.
epoch = 49.720, train perp. = 38.906, wps = 2541, dw:norm() = 14.230, lr = 0.008, since beginning = 303 mins.
epoch = 49.820, train perp. = 38.919, wps = 2541, dw:norm() = 15.239, lr = 0.008, since beginning = 303 mins.
epoch = 49.920, train perp. = 38.879, wps = 2542, dw:norm() = 14.655, lr = 0.008, since beginning = 304 mins.
Validation set perplexity : 81.138
epoch = 50.020, train perp. = 38.898, wps = 2540, dw:norm() = 14.698, lr = 0.007, since beginning = 305 mins.
epoch = 50.121, train perp. = 38.913, wps = 2541, dw:norm() = 14.744, lr = 0.007, since beginning = 305 mins.
epoch = 50.221, train perp. = 38.920, wps = 2541, dw:norm() = 14.300, lr = 0.007, since beginning = 306 mins.
epoch = 50.321, train perp. = 38.907, wps = 2541, dw:norm() = 14.457, lr = 0.007, since beginning = 307 mins.
epoch = 50.421, train perp. = 38.908, wps = 2541, dw:norm() = 14.485, lr = 0.007, since beginning = 307 mins.
epoch = 50.521, train perp. = 38.918, wps = 2541, dw:norm() = 14.593, lr = 0.007, since beginning = 308 mins.
epoch = 50.622, train perp. = 38.915, wps = 2541, dw:norm() = 14.219, lr = 0.007, since beginning = 308 mins.
epoch = 50.722, train perp. = 38.901, wps = 2541, dw:norm() = 14.633, lr = 0.007, since beginning = 309 mins.
epoch = 50.822, train perp. = 38.904, wps = 2541, dw:norm() = 14.764, lr = 0.007, since beginning = 310 mins.
epoch = 50.922, train perp. = 38.918, wps = 2542, dw:norm() = 14.458, lr = 0.007, since beginning = 310 mins.
Validation set perplexity : 81.132
epoch = 51.023, train perp. = 38.889, wps = 2540, dw:norm() = 14.553, lr = 0.006, since beginning = 311 mins.
epoch = 51.123, train perp. = 38.845, wps = 2541, dw:norm() = 14.700, lr = 0.006, since beginning = 311 mins.
epoch = 51.223, train perp. = 38.843, wps = 2541, dw:norm() = 14.303, lr = 0.006, since beginning = 312 mins.
epoch = 51.323, train perp. = 38.838, wps = 2541, dw:norm() = 15.064, lr = 0.006, since beginning = 313 mins.
epoch = 51.424, train perp. = 38.827, wps = 2541, dw:norm() = 14.847, lr = 0.006, since beginning = 313 mins.
epoch = 51.524, train perp. = 38.770, wps = 2541, dw:norm() = 14.963, lr = 0.006, since beginning = 314 mins.
epoch = 51.624, train perp. = 38.765, wps = 2541, dw:norm() = 14.331, lr = 0.006, since beginning = 314 mins.
epoch = 51.724, train perp. = 38.767, wps = 2541, dw:norm() = 14.609, lr = 0.006, since beginning = 315 mins.
epoch = 51.824, train perp. = 38.737, wps = 2541, dw:norm() = 14.824, lr = 0.006, since beginning = 316 mins.
epoch = 51.925, train perp. = 38.753, wps = 2542, dw:norm() = 14.485, lr = 0.006, since beginning = 316 mins.
Validation set perplexity : 81.117
epoch = 52.025, train perp. = 38.754, wps = 2540, dw:norm() = 15.206, lr = 0.005, since beginning = 317 mins.
epoch = 52.125, train perp. = 38.740, wps = 2541, dw:norm() = 15.118, lr = 0.005, since beginning = 318 mins.
epoch = 52.225, train perp. = 38.761, wps = 2541, dw:norm() = 14.662, lr = 0.005, since beginning = 318 mins.
epoch = 52.326, train perp. = 38.790, wps = 2541, dw:norm() = 15.824, lr = 0.005, since beginning = 319 mins.
epoch = 52.426, train perp. = 38.812, wps = 2541, dw:norm() = 14.623, lr = 0.005, since beginning = 319 mins.
epoch = 52.526, train perp. = 38.848, wps = 2541, dw:norm() = 14.503, lr = 0.005, since beginning = 320 mins.
epoch = 52.626, train perp. = 38.857, wps = 2541, dw:norm() = 15.080, lr = 0.005, since beginning = 321 mins.
epoch = 52.726, train perp. = 38.857, wps = 2541, dw:norm() = 14.306, lr = 0.005, since beginning = 321 mins.
epoch = 52.827, train perp. = 38.852, wps = 2541, dw:norm() = 14.344, lr = 0.005, since beginning = 322 mins.
epoch = 52.927, train perp. = 38.831, wps = 2541, dw:norm() = 14.690, lr = 0.005, since beginning = 322 mins.
Validation set perplexity : 81.127
epoch = 53.027, train perp. = 38.821, wps = 2540, dw:norm() = 14.762, lr = 0.004, since beginning = 323 mins.
epoch = 53.127, train perp. = 38.847, wps = 2541, dw:norm() = 15.501, lr = 0.004, since beginning = 324 mins.
epoch = 53.228, train perp. = 38.841, wps = 2541, dw:norm() = 14.789, lr = 0.004, since beginning = 324 mins.
epoch = 53.328, train perp. = 38.801, wps = 2541, dw:norm() = 14.828, lr = 0.004, since beginning = 325 mins.
epoch = 53.428, train perp. = 38.749, wps = 2541, dw:norm() = 15.044, lr = 0.004, since beginning = 325 mins.
epoch = 53.528, train perp. = 38.708, wps = 2541, dw:norm() = 14.723, lr = 0.004, since beginning = 326 mins.
epoch = 53.628, train perp. = 38.677, wps = 2541, dw:norm() = 14.624, lr = 0.004, since beginning = 327 mins.
epoch = 53.729, train perp. = 38.681, wps = 2541, dw:norm() = 14.936, lr = 0.004, since beginning = 327 mins.
epoch = 53.829, train perp. = 38.664, wps = 2541, dw:norm() = 13.884, lr = 0.004, since beginning = 328 mins.
epoch = 53.929, train perp. = 38.709, wps = 2541, dw:norm() = 14.561, lr = 0.004, since beginning = 328 mins.
Validation set perplexity : 81.103
epoch = 54.029, train perp. = 38.739, wps = 2540, dw:norm() = 15.061, lr = 0.004, since beginning = 329 mins.
epoch = 54.130, train perp. = 38.696, wps = 2541, dw:norm() = 14.769, lr = 0.004, since beginning = 330 mins.
epoch = 54.230, train perp. = 38.677, wps = 2541, dw:norm() = 14.246, lr = 0.004, since beginning = 330 mins.
epoch = 54.330, train perp. = 38.683, wps = 2541, dw:norm() = 14.881, lr = 0.004, since beginning = 331 mins.
epoch = 54.430, train perp. = 38.705, wps = 2541, dw:norm() = 14.254, lr = 0.004, since beginning = 332 mins.
epoch = 54.531, train perp. = 38.736, wps = 2541, dw:norm() = 14.521, lr = 0.004, since beginning = 332 mins.
epoch = 54.631, train perp. = 38.760, wps = 2541, dw:norm() = 14.990, lr = 0.004, since beginning = 333 mins.
epoch = 54.731, train perp. = 38.764, wps = 2541, dw:norm() = 15.143, lr = 0.004, since beginning = 333 mins.
epoch = 54.831, train perp. = 38.801, wps = 2541, dw:norm() = 14.151, lr = 0.004, since beginning = 334 mins.
epoch = 54.931, train perp. = 38.775, wps = 2541, dw:norm() = 14.622, lr = 0.004, since beginning = 335 mins.
Validation set perplexity : 81.125
Test set perplexity : 78.232
Training is over.
